Year,Month,wellAPI,boreID,compSubId,BHP,Qo,Qw,Qg,Qs,CompL,FlowDays,Pressure,Status
2013,6,2ECFC84260,00,00,14.7,12.885717,467.567448,0,0,11.48294,27.99999,0,1
2013,7,2ECFC84260,00,00,14.7,14.677568,502.228075,3.582977,0,11.48294,31,0,1
2013,8,2ECFC84260,00,00,14.7,13.671199,517.019878,0,0,11.48294,31,0,1
2013,9,2ECFC84260,00,00,0,11.590017,578.213086,3.615175,0,11.48294,30,0,1
2013,10,2ECFC84260,00,00,0,11.575273,543.394783,0,0,11.48294,31,0,1
2013,11,2ECFC84260,00,00,0,11.887735,513.67526,3.51288,0,11.48294,28.99998,0,1
2013,12,2ECFC84260,00,00,14.7,10.234124,503.390972,0,0,11.48294,29.999971,0,1
2014,1,2ECFC84260,00,00,14.7,9.124277,438.57362,0,0,11.48294,27.999975,0,1
2014,2,2ECFC84260,00,00,0,10.461296,429.52853,0,0,11.48294,24.999996,0,1
2014,3,2ECFC84260,00,00,14.7,11.514404,478.487462,3.59159,0,11.48294,29.999971,0,1
2014,4,2ECFC84260,00,00,0,19.253099,510.517643,3.487038,0,11.48294,28.99998,0,1
2014,5,2ECFC84260,00,00,14.7,21.661282,538.346585,3.577034,0,11.48294,29.999971,0,1
2014,6,2ECFC84260,00,00,14.7,18.519287,546.638281,3.585453,0,11.48294,30,0,1
2014,7,2ECFC84260,00,00,14.7,21.271721,521.157132,3.512703,0,11.48294,31,0,1
2014,8,2ECFC84260,00,00,0,25.753715,521.983839,3.526743,0,11.48294,29.999971,0,1
2014,9,2ECFC84260,00,00,14.7,5.958543,112.616471,0,0,11.48294,6.99999,0,1
2014,10,2ECFC84260,00,00,14.7,25.871395,518.058909,3.542858,0,11.48294,29.999971,0,1
2014,11,2ECFC84260,00,00,14.7,25.647736,531.095768,3.51223,0,11.48294,30,0,1
2014,12,2ECFC84260,00,00,14.7,25.313427,521.456622,3.553111,0,11.48294,31,0,1
2015,1,2ECFC84260,00,00,14.7,23.329096,503.782368,14.160348,0,65.031968,31,0,1
2015,2,2ECFC84260,00,00,0,18.386453,503.175921,13.764311,0,65.031968,26.99998,0,1
2015,3,2ECFC84260,00,00,14.7,16.17089,534.261325,13.968132,0,65.031968,31,0,1
2015,4,2ECFC84260,00,00,14.7,13.999013,510.327653,14.290667,0,65.031968,28.99998,0,1
2015,5,2ECFC84260,00,00,0,16.120166,502.205165,13.924317,0,65.031968,31,0,1
2015,6,2ECFC84260,00,00,14.7,14.848137,467.393522,0,0,65.031968,28.99998,0,1
2015,7,2ECFC84260,00,00,0,14.466555,476.76735,0,0,65.031968,31,0,1
2015,8,2ECFC84260,00,00,14.7,14.356991,460.672143,14.018881,0,65.031968,31,0,1
2015,9,2ECFC84260,00,00,14.7,9.256498,321.993921,0,0,65.031968,18.99999,0,1
2015,10,2ECFC84260,00,00,14.7,15.095536,481.170213,14.125865,0,65.031968,31,0,1
2015,11,2ECFC84260,00,00,0,14.812494,496.540576,14.463658,0,65.031968,30,0,1
2015,12,2ECFC84260,00,00,14.7,14.985972,486.419654,14.023338,0,65.031968,31,0,1
2016,1,2ECFC84260,00,00,14.7,13.640765,481.330503,13.924954,0,65.031968,28.999973,0,1
2016,2,2ECFC84260,00,00,14.7,13.921511,501.477598,13.638767,0,65.031968,27.999993,0,1
2016,3,2ECFC84260,00,00,0,14.198325,516.788771,14.125865,0,65.031968,31,0,1
2016,4,2ECFC84260,00,00,0,13.780966,516.521029,14.125865,0,65.031968,30,0,1
2016,5,2ECFC84260,00,00,0,13.322013,516.740069,14.125865,0,65.031968,31,0,1
2016,6,2ECFC84260,00,00,14.7,13.761048,518.443595,14.125865,0,65.031968,30,0,1
2016,7,2ECFC84260,00,00,14.7,12.910538,513.607761,13.670192,0,65.031968,29.999971,0,1
2016,8,2ECFC84260,00,00,0,12.613091,503.014499,13.670192,0,65.031968,29.999971,0,1
2016,9,2ECFC84260,00,00,14.7,13.708424,512.283781,14.125865,0,65.031968,30,0,1
2016,10,2ECFC84260,00,00,14.7,12.480397,476.510278,0,0,65.031968,27.999975,0,1
2016,11,2ECFC84260,00,00,14.7,6.790265,262.009229,0,0,65.031968,15,0,1
2016,12,2ECFC84260,00,00,14.7,3.503017,127.240152,0,0,65.031968,7.999984,0,1
2017,1,2ECFC84260,00,00,14.7,9.487057,433.352051,0,0,65.031968,28.999973,0,1
2017,2,2ECFC84260,00,00,0,9.646317,462.627415,0,0,65.031968,26.99998,0,1
2017,3,2ECFC84260,00,00,14.7,4.49356,365.076412,0,0,65.031968,29.999971,0,1
2017,4,2ECFC84260,00,00,0,3.975158,347.927364,0,0,65.031968,30,0,1
2017,5,2ECFC84260,00,00,14.7,3.755826,324.887384,0,0,65.031968,28.999973,0,1
2017,6,2ECFC84260,00,00,14.7,3.353725,295.94882,0,0,65.031968,24.99999,0,1
2017,7,2ECFC84260,00,00,14.7,3.220584,279.858044,0,0,65.031968,23.999983,0,1
2017,8,2ECFC84260,00,00,0,3.256497,279.599763,0,0,65.031968,24.999981,0,1
2017,9,2ECFC84260,00,00,14.7,3.060201,264.970687,0,0,65.031968,22.99998,0,1
2017,10,2ECFC84260,00,00,0,0.995818,88.738213,0,0,65.031968,7.999984,0,1
2017,11,2ECFC84260,00,00,14.7,1.819222,159.540942,0,0,65.031968,9,0,1
2017,12,2ECFC84260,00,00,0,6.071692,533.769421,0,0,65.031968,22.999985,0,1
2018,1,2ECFC84260,00,00,0,4.416256,403.543851,0,0,65.031968,16.999997,0,1
2018,2,2ECFC84260,00,00,0,4.351198,415.542136,0,0,65.031968,14.999992,0,1
2018,3,2ECFC84260,00,00,14.7,4.389271,420.143468,0,0,65.031968,16.999997,0,1
2018,4,2ECFC84260,00,00,0,3.842023,372.955135,0,0,65.031968,15,0,1
2018,5,2ECFC84260,00,00,0,0,67.452697,0,0,65.031968,2.999994,0,1
2018,6,2ECFC84260,00,00,0,0,41.697015,0,0,65.031968,1.99998,0,1
2018,7,2ECFC84260,00,00,14.7,0.918109,94.310982,0,0,65.031968,3.999992,0,1
2018,8,2ECFC84260,00,00,14.7,1.736798,165.19853,0,0,65.031968,6.999986,0,1
2018,9,2ECFC84260,00,00,0,0,66.861692,0,0,65.031968,3,0,1
2018,10,2ECFC84260,00,00,0,5.874274,533.053609,0,0,65.031968,21.999987,0,1
2018,11,2ECFC84260,00,00,0,4.493228,398.407052,0,0,65.031968,15.99999,0,1
2018,12,2ECFC84260,00,00,0,2.576589,206.218817,0,0,65.031968,9.99998,0,1
2005,1,2ECFC84274,00,00,14.7,14.411773,674.846947,0,0,24.6063,29.999971,0,1
2005,2,2ECFC84274,00,00,14.7,12.33476,593.301958,0,0,24.6063,25.999988,0,1
2005,3,2ECFC84274,00,00,14.7,10.781946,592.372795,0,0,24.6063,26.999977,0,1
2005,4,2ECFC84274,00,00,14.7,14.85233,592.801693,0,0,24.6063,24.99999,0,1
2005,5,2ECFC84274,00,00,14.7,15.361331,617.653525,0,0,24.6063,29.999971,0,1
2005,6,2ECFC84274,00,00,14.7,17.632425,566.849797,0,0,24.6063,27,0,1
2005,7,2ECFC84274,00,00,0,16.051181,558.704558,0,0,24.6063,25.999979,0,1
2005,8,2ECFC84274,00,00,14.7,15.046841,677.107816,0,0,24.6063,27.999975,0,1
2005,9,2ECFC84274,00,00,0,14.30302,664.779492,0,0,24.6063,30,0,1
2005,10,2ECFC84274,00,00,0,19.34217,693.094427,10.859828,0,24.6063,31,0,1
2005,11,2ECFC84274,00,00,0,23.892878,736.80472,0,0,24.6063,28.99998,0,1
2005,12,2ECFC84274,00,00,0,21.066794,725.208433,10.752849,0,24.6063,29.999971,0,1
2006,1,2ECFC84274,00,00,14.7,21.005925,768.944163,0,0,24.6063,31,0,1
2006,2,2ECFC84274,00,00,14.7,13.761198,647.972935,0,0,24.6063,26.99998,0,1
2006,3,2ECFC84274,00,00,0,13.847719,646.026225,0,0,24.6063,27.999975,0,1
2006,4,2ECFC84274,00,00,0,14.984416,688.658789,0,0,24.6063,27.99999,0,1
2006,5,2ECFC84274,00,00,0,14.661337,715.855689,0,0,24.6063,29.999971,0,1
2006,6,2ECFC84274,00,00,14.7,15.168917,728.108008,0,0,24.6063,28.99998,0,1
2006,7,2ECFC84274,00,00,14.7,14.434091,694.091545,0,0,24.6063,29.999971,0,1
2006,8,2ECFC84274,00,00,14.7,12.748018,609.355248,0,0,24.6063,28.999973,0,1
2006,9,2ECFC84274,00,00,14.7,12.024014,595.188688,0,0,24.6063,27.99999,0,1
2006,10,2ECFC84274,00,00,0,8.268052,550.779478,0,0,24.6063,28.999973,0,1
2006,11,2ECFC84274,00,00,14.7,8.531075,584.706722,0,0,24.6063,30,0,1
2006,12,2ECFC84274,00,00,14.7,15.215244,582.617077,0,0,24.6063,28.999973,0,1
2007,1,2ECFC84274,00,00,14.7,15.825965,587.995479,0,0,24.6063,29.999971,0,1
2007,2,2ECFC84274,00,00,14.7,16.504003,617.63058,0,0,24.6063,28,0,1
2007,3,2ECFC84274,00,00,14.7,18.804493,581.058814,0,0,24.6063,29.999971,0,1
2007,4,2ECFC84274,00,00,14.7,19.460661,611.064779,0,0,24.6063,30,0,1
2007,5,2ECFC84274,00,00,14.7,19.689124,558.281927,0,0,24.6063,31,0,1
2007,6,2ECFC84274,00,00,14.7,18.86313,575.325472,0,0,24.6063,28.99998,0,1
2007,7,2ECFC84274,00,00,14.7,24.282711,589.634057,0,0,24.6063,31,0,1
2007,8,2ECFC84274,00,00,0,24.374016,556.946242,0,0,24.6063,31,0,1
2007,9,2ECFC84274,00,00,0,24.580564,565.967489,0,0,24.6063,28.99998,0,1
2007,10,2ECFC84274,00,00,14.7,26.230523,559.991164,10.274898,0,24.6063,31,0,1
2007,11,2ECFC84274,00,00,14.7,27.406784,557.696191,10.735658,0,24.6063,30,0,1
2007,12,2ECFC84274,00,00,0,26.960951,476.519145,0,0,24.6063,29.999971,0,1
2008,1,2ECFC84274,00,00,14.7,26.070234,543.659762,0,0,24.6063,29.999971,0,1
2008,2,2ECFC84274,00,00,14.7,26.731679,541.471899,10.471208,0,24.6063,27.999993,0,1
2008,3,2ECFC84274,00,00,14.7,26.707331,536.631009,10.46167,0,24.6063,31,0,1
2008,4,2ECFC84274,00,00,0,26.220107,520.74353,0,0,24.6063,30,0,1
2008,5,2ECFC84274,00,00,14.7,25.021257,524.195328,0,0,24.6063,31,0,1
2008,6,2ECFC84274,00,00,14.7,19.783539,564.788127,0,0,24.6063,30,0,1
2008,7,2ECFC84274,00,00,14.7,16.11205,542.232446,0,0,24.6063,31,0,1
2008,8,2ECFC84274,00,00,14.7,16.174948,586.030793,0,0,24.6063,31,0,1
2008,9,2ECFC84274,00,00,14.7,14.932001,612.861247,0,0,24.6063,30,0,1
2008,10,2ECFC84274,00,00,14.7,12.991494,632.03618,0,0,24.6063,31,0,1
2008,11,2ECFC84274,00,00,14.7,13.579692,642.125439,0,0,24.6063,30,0,1
2008,12,2ECFC84274,00,00,14.7,15.888863,587.276808,0,0,24.6063,31,0,1
2009,1,2ECFC84274,00,00,14.7,17.41059,608.080992,10.861474,0,24.6063,31,0,1
2009,2,2ECFC84274,00,00,0,16.618567,592.728917,0,0,24.6063,28,0,1
2009,3,2ECFC84274,00,00,14.7,16.396105,633.141917,10.622002,0,24.6063,31,0,1
2009,4,2ECFC84274,00,00,14.7,17.969977,620.274056,10.437309,0,24.6063,30,0,1
2009,5,2ECFC84274,00,00,0,16.852623,651.010616,10.51339,0,24.6063,31,0,1
2009,6,2ECFC84274,00,00,14.7,11.613079,635.052083,0,0,24.6063,30,0,1
2009,7,2ECFC84274,00,00,14.7,12.356427,613.496582,0,0,24.6063,31,0,1
2009,8,2ECFC84274,00,00,14.7,12.563382,541.481737,0,0,24.6063,24.999981,0,1
2009,9,2ECFC84274,00,00,0,13.959178,605.099984,10.222827,0,24.6063,27.99999,0,1
2009,10,2ECFC84274,00,00,14.7,14.651191,649.111486,0,0,24.6063,29.999971,0,1
2009,11,2ECFC84274,00,00,14.7,13.084894,653.590495,0,0,24.6063,30,0,1
2009,12,2ECFC84274,00,00,14.7,11.830923,585.630718,0,0,24.6063,28.999973,0,1
2010,1,2ECFC84274,00,00,14.7,12.283383,660.231871,0,0,24.6063,29.999971,0,1
2010,2,2ECFC84274,00,00,14.7,12.456063,660.171352,0,0,24.6063,28,0,1
2010,3,2ECFC84274,00,00,14.7,11.18774,707.460024,0,0,24.6063,31,0,1
2010,4,2ECFC84274,00,00,14.7,12.061752,622.989518,0,0,24.6063,30,0,1
2010,5,2ECFC84274,00,00,0,10.12456,655.565225,0,0,24.6063,31,0,1
2010,6,2ECFC84274,00,00,14.7,9.807905,623.414974,0,0,24.6063,30,0,1
2010,7,2ECFC84274,00,00,14.7,6.652992,492.321431,0,0,24.6063,22.999985,0,1
2010,8,2ECFC84274,00,00,0,7.559942,550.712678,0,0,24.6063,22.999985,0,1
2010,10,2ECFC84274,00,00,14.7,7.756752,517.912354,0,0,24.6063,21.999987,0,1
2010,11,2ECFC84274,00,00,14.7,13.474862,815.549984,0,0,24.6063,28.99998,0,1
2010,12,2ECFC84274,00,00,14.7,15.355243,797.832882,10.776668,0,24.6063,31,0,1
2011,1,2ECFC84274,00,00,14.7,14.143949,718.881584,0,0,24.6063,29.999971,0,1
2011,2,2ECFC84274,00,00,0,14.69793,761.097185,0,0,24.6063,26.99998,0,1
2011,3,2ECFC84274,00,00,0,15.61901,837.569415,10.961785,0,24.6063,31,0,1
2011,4,2ECFC84274,00,00,14.7,16.269633,721.495671,0,0,24.6063,27.99999,0,1
2011,5,2ECFC84274,00,00,14.7,16.209441,757.479618,0,0,24.6063,29.999971,0,1
2011,6,2ECFC84274,00,00,14.7,14.500101,726.265918,0,0,24.6063,27.99999,0,1
2011,7,2ECFC84274,00,00,14.7,15.160463,769.393492,0,0,24.6063,29.999971,0,1
2011,8,2ECFC84274,00,00,14.7,14.695829,745.014633,0,0,24.6063,28.999973,0,1
2011,9,2ECFC84274,00,00,0,14.374305,706.840804,0,0,24.6063,28.99998,0,1
2011,10,2ECFC84274,00,00,14.7,13.498737,693.577952,0,0,24.6063,28.999973,0,1
2011,11,2ECFC84274,00,00,14.7,12.827012,667.004639,0,0,24.6063,27,0,1
2011,12,2ECFC84274,00,00,14.7,13.253231,662.661574,0,0,24.6063,27.999975,0,1
2012,1,2ECFC84274,00,00,14.7,13.736126,555.417268,0,0,24.6063,28.999973,0,1
2012,2,2ECFC84274,00,00,0,11.824836,478.31463,0,0,24.6063,23.999994,0,1
2012,3,2ECFC84274,00,00,0,13.450041,612.297127,0,0,24.6063,29.999971,0,1
2012,4,2ECFC84274,00,00,14.7,10.254482,652.064372,0,0,24.6063,28.99998,0,1
2012,5,2ECFC84274,00,00,0,9.61123,499.183271,0,0,24.6063,27.999975,0,1
2012,6,2ECFC84274,00,00,14.7,7.845486,409.775741,0,0,24.6063,21.99999,0,1
2012,7,2ECFC84274,00,00,14.7,8.15443,466.68431,0,0,24.6063,22.999985,0,1
2012,8,2ECFC84274,00,00,14.7,8.777324,488.395366,0,0,24.6063,25.999979,0,1
2012,9,2ECFC84274,00,00,14.7,8.728155,488.153231,0,0,24.6063,25.99998,0,1
2012,10,2ECFC84274,00,00,14.7,9.211523,541.505978,0,0,24.6063,27.999975,0,1
2012,11,2ECFC84274,00,00,14.7,8.784763,531.478174,0,0,24.6063,27.99999,0,1
2012,12,2ECFC84274,00,00,0,8.337037,604.114526,0,0,24.6063,27.999975,0,1
2013,1,2ECFC84274,00,00,14.7,6.644877,537.570509,0,0,24.6063,24.999981,0,1
2013,2,2ECFC84274,00,00,14.7,5.339597,399.283177,0,0,24.6063,19.99998,0,1
2013,3,2ECFC84274,00,00,14.7,7.119655,544.977263,0,0,24.6063,26.999977,0,1
2013,4,2ECFC84274,00,00,14.7,5.386171,377.630428,0,0,24.6063,19.99998,0,1
2013,7,2ECFC84274,00,00,0,3.782,247.090655,0,0,24.6063,13.999972,0,1
2013,8,2ECFC84274,00,00,14.7,8.434428,516.446502,0,0,24.6063,26.999977,0,1
2013,9,2ECFC84274,00,00,0,1.434076,77.918123,0,0,24.6063,6,0,1
2013,10,2ECFC84274,00,00,14.7,7.933272,557.770051,0,0,24.6063,31,0,1
2013,11,2ECFC84274,00,00,14.7,10.166424,602.360628,0,0,24.6063,28.99998,0,1
2013,12,2ECFC84274,00,00,0,9.148625,556.105721,0,0,24.6063,26.999977,0,1
2014,1,2ECFC84274,00,00,14.7,8.280226,485.985588,0,0,24.6063,23.999983,0,1
2014,2,2ECFC84274,00,00,0,5.292423,302.844203,0,0,24.6063,14,0,1
2014,3,2ECFC84274,00,00,14.7,8.190951,504.058554,0,0,24.6063,23.999983,0,1
2014,4,2ECFC84274,00,00,0,10.405437,576.583626,10.309804,0,24.6063,27,0,1
2014,5,2ECFC84274,00,00,14.7,14.756698,713.454275,10.806881,0,24.6063,26.999977,0,1
2014,6,2ECFC84274,00,00,14.7,18.687015,731.908105,10.491986,0,24.6063,28.99998,0,1
2014,7,2ECFC84274,00,00,14.7,22.024468,690.100019,10.304857,0,24.6063,31,0,1
2014,8,2ECFC84274,00,00,14.7,19.141302,662.927089,10.747049,0,24.6063,27.999975,0,1
2014,9,2ECFC84274,00,00,0,16.032717,653.641536,10.386585,0,24.6063,27,0,1
2014,10,2ECFC84274,00,00,14.7,16.992623,704.249811,10.600727,0,24.6063,29.999971,0,1
2014,11,2ECFC84274,00,00,14.7,13.921439,569.568433,10.19519,0,24.6063,24,0,1
2014,12,2ECFC84274,00,00,0,9.635578,389.036464,0,0,24.6063,17.999995,0,1
2015,1,2ECFC84274,00,00,0,7.273857,298.228142,0,0,40.622589,13.999972,0,1
2015,2,2ECFC84274,00,00,0,16.645524,681.233468,13.84559,0,40.622589,26.99998,0,1
2015,3,2ECFC84274,00,00,14.7,14.273803,598.850932,14.571182,0,40.622589,28.999973,0,1
2015,4,2ECFC84274,00,00,14.7,15.646942,560.78641,14.056178,0,40.622589,28.99998,0,1
2015,5,2ECFC84274,00,00,14.7,17.274649,541.272359,14.368891,0,40.622589,29.999971,0,1
2015,6,2ECFC84274,00,00,0,16.405912,499.749333,0,0,40.622589,27.99999,0,1
2015,7,2ECFC84274,00,00,0,16.394076,539.74344,14.160917,0,40.622589,31,0,1
2015,8,2ECFC84274,00,00,0,16.237846,519.611068,14.025968,0,40.622589,31,0,1
2015,9,2ECFC84274,00,00,0,16.122871,540.438647,14.48372,0,40.622589,28.99998,0,1
2015,10,2ECFC84274,00,00,0,17.092042,545.679286,14.217,0,40.622589,31,0,1
2015,11,2ECFC84274,00,00,0,16.850392,545.453434,14.015997,0,40.622589,30,0,1
2015,12,2ECFC84274,00,00,14.7,16.907406,548.551403,14.06342,0,40.622589,31,0,1
2016,1,2ECFC84274,00,00,0,16.138426,566.792732,14.497694,0,40.622589,29.999971,0,1
2016,2,2ECFC84274,00,00,14.7,16.172611,580.922203,14.125865,0,40.622589,29,0,1
2016,3,2ECFC84274,00,00,14.7,16.060311,583.069139,14.125865,0,40.622589,31,0,1
2016,4,2ECFC84274,00,00,0,15.577755,582.358521,14.125865,0,40.622589,30,0,1
2016,5,2ECFC84274,00,00,14.7,15.095536,583.012333,14.125865,0,40.622589,31,0,1
2016,6,2ECFC84274,00,00,0,15.27794,574.299178,13.655003,0,40.622589,28.99998,0,1
2016,7,2ECFC84274,00,00,14.7,14.603105,579.478043,13.670192,0,40.622589,29.999971,0,1
2016,8,2ECFC84274,00,00,0,14.27502,567.887774,13.670192,0,40.622589,29.999971,0,1
2016,9,2ECFC84274,00,00,14.7,15.50647,577.98501,14.125865,0,40.622589,30,0,1
2016,10,2ECFC84274,00,00,14.7,15.249332,582.695809,14.125865,0,40.622589,31,0,1
2016,11,2ECFC84274,00,00,14.7,15.405833,581.255493,0,0,40.622589,30,0,1
2016,12,2ECFC84274,00,00,0,15.506605,566.712379,0,0,40.622589,31,0,1
2017,1,2ECFC84274,00,00,14.7,15.217274,563.017027,0,0,40.622589,29.999971,0,1
2017,2,2ECFC84274,00,00,14.7,15.067007,567.586548,13.621369,0,40.622589,26.99998,0,1
2017,3,2ECFC84274,00,00,14.7,14.466555,555.462142,0,0,40.622589,31,0,1
2017,4,2ECFC84274,00,00,0,12.79766,503.714551,0,0,40.622589,30,0,1
2017,5,2ECFC84274,00,00,0,12.984393,505.700439,0,0,40.622589,31,0,1
2017,6,2ECFC84274,00,00,0,12.956792,518.28007,0,0,40.622589,30,0,1
2017,7,2ECFC84274,00,00,0,13.208594,520.654966,0,0,40.622589,31,0,1
2017,8,2ECFC84274,00,00,0,12.880712,499.566674,0,0,40.622589,31,0,1
2017,9,2ECFC84274,00,00,0,12.884669,503.715592,0,0,40.622589,30,0,1
2017,10,2ECFC84274,00,00,0,12.716366,506.103807,0,0,40.622589,31,0,1
2017,11,2ECFC84274,00,00,14.7,12.521747,541.778149,0,0,40.622589,28.99998,0,1
2017,12,2ECFC84274,00,00,14.7,13.150768,593.295946,14.125865,0,40.622589,31,0,1
2018,1,2ECFC84274,00,00,0,12.049038,568.710111,12.758846,0,40.622589,27.999975,0,1
2018,2,2ECFC84274,00,00,0,10.944713,534.848546,12.107884,0,40.622589,23.999976,0,1
2018,3,2ECFC84274,00,00,14.7,11.856894,581.468687,13.214519,0,40.622589,28.999973,0,1
2018,4,2ECFC84274,00,00,14.7,11.614547,573.924935,5.456115,0,40.622589,27.99999,0,1
2018,5,2ECFC84274,00,00,0,9.154915,452.129969,4.359272,0,40.622589,22.999985,0,1
2018,6,2ECFC84274,00,00,0,11.781647,556.54432,5.403143,0,40.622589,27.99999,0,1
2018,7,2ECFC84274,00,00,0,8.705701,422.847672,4.045997,0,40.622589,20.999989,0,1
2018,8,2ECFC84274,00,00,14.7,11.314551,520.721514,5.19847,0,40.622589,26.999977,0,1
2018,9,2ECFC84274,00,00,0,12.050012,576.106665,5.342324,0,40.622589,27,0,1
2018,10,2ECFC84274,00,00,0,11.761735,564.708583,5.192774,0,40.622589,26.999977,0,1
2018,11,2ECFC84274,00,00,0,12.403918,611.724569,5.626803,0,40.622589,28.99998,0,1
2018,12,2ECFC84274,00,00,0,11.445825,577.642043,5.363652,0,40.622589,27.999975,0,1
2005,1,2ECFC84288,00,00,14.7,26.705302,328.729539,7.139963,0,19.68504,31,0,1
2005,2,2ECFC84288,00,00,14.7,20.210497,275.999586,7.092099,0,19.68504,28,0,1
2005,3,2ECFC84288,00,00,0,24.406478,297.258387,7.027296,0,19.68504,31,0,1
2005,4,2ECFC84288,00,00,14.7,31.700626,284.671611,7.119436,0,19.68504,27.99999,0,1
2005,5,2ECFC84288,00,00,14.7,45.440809,290.316288,7.086982,0,19.68504,29.999971,0,1
2005,6,2ECFC84288,00,00,14.7,33.392584,289.822428,7.074926,0,19.68504,30,0,1
2005,7,2ECFC84288,00,00,14.7,18.185657,295.360159,7.04172,0,19.68504,29.999971,0,1
2005,8,2ECFC84288,00,00,0,19.640428,313.613289,7.114379,0,19.68504,31,0,1
2005,9,2ECFC84288,00,00,14.7,19.039244,302.089351,7.126499,0,19.68504,28.99998,0,1
2005,10,2ECFC84288,00,00,0,14.833799,313.36399,0,0,19.68504,31,0,1
2005,11,2ECFC84288,00,00,0,25.895133,356.847567,7.092218,0,19.68504,30,0,1
2005,12,2ECFC84288,00,00,0,27.046169,312.60339,7.062933,0,19.68504,31,0,1
2006,1,2ECFC84288,00,00,0,21.484762,301.418575,0,0,19.68504,28.999973,0,1
2006,2,2ECFC84288,00,00,0,23.705831,311.379307,0,0,19.68504,28,0,1
2006,3,2ECFC84288,00,00,0,26.810808,300.025714,0,0,19.68504,28.999973,0,1
2006,4,2ECFC84288,00,00,14.7,23.574195,326.215885,7.15456,0,19.68504,28.99998,0,1
2006,5,2ECFC84288,00,00,0,20.24709,425.18891,0,0,19.68504,31,0,1
2006,6,2ECFC84288,00,00,0,17.705805,428.733431,0,0,19.68504,28.99998,0,1
2006,7,2ECFC84288,00,00,14.7,25.289081,412.844238,7.099386,0,19.68504,31,0,1
2006,8,2ECFC84288,00,00,14.7,30.655705,394.144799,7.02527,0,19.68504,29.999971,0,1
2006,9,2ECFC84288,00,00,0,25.341631,397.430941,0,0,19.68504,30,0,1
2006,10,2ECFC84288,00,00,14.7,26.417188,351.600176,7.062933,0,19.68504,31,0,1
2006,11,2ECFC84288,00,00,14.7,25.656121,332.278068,7.026756,0,19.68504,27.99999,0,1
2006,12,2ECFC84288,00,00,14.7,25.577195,361.199904,7.00514,0,19.68504,29.999971,0,1
2007,1,2ECFC84288,00,00,14.7,25.522412,378.478685,6.990136,0,19.68504,31,0,1
2007,2,2ECFC84288,00,00,14.7,27.7987,339.90227,7.094463,0,19.68504,28,0,1
2007,3,2ECFC84288,00,00,14.7,29.265861,384.192253,6.992158,0,19.68504,31,0,1
2007,4,2ECFC84288,00,00,14.7,28.304129,418.901107,7.062932,0,19.68504,30,0,1
2007,5,2ECFC84288,00,00,0,28.93311,416.385215,7.062933,0,19.68504,31,0,1
2007,6,2ECFC84288,00,00,14.7,28.142692,440.276758,0,0,19.68504,28.99998,0,1
2007,7,2ECFC84288,00,00,14.7,33.003223,388.566268,6.992432,0,19.68504,31,0,1
2007,8,2ECFC84288,00,00,14.7,27.802975,382.290901,0,0,19.68504,31,0,1
2007,9,2ECFC84288,00,00,14.7,31.748846,337.807739,7.130266,0,19.68504,30,0,1
2007,10,2ECFC84288,00,00,14.7,34.723791,350.394618,7.089445,0,19.68504,31,0,1
2007,11,2ECFC84288,00,00,14.7,33.136798,330.117533,7.020733,0,19.68504,30,0,1
2007,12,2ECFC84288,00,00,14.7,33.409018,288.073982,7.078408,0,19.68504,31,0,1
2008,1,2ECFC84288,00,00,14.7,31.915696,337.930889,7.027194,0,19.68504,31,0,1
2008,2,2ECFC84288,00,00,14.7,28.933111,406.950494,7.062933,0,19.68504,29,0,1
2008,3,2ECFC84288,00,00,14.7,21.348821,361.046233,0,0,19.68504,29.999971,0,1
2008,4,2ECFC84288,00,00,14.7,25.473717,397.0172,0,0,19.68504,30,0,1
2008,5,2ECFC84288,00,00,14.7,28.975718,437.155415,7.073334,0,19.68504,31,0,1
2008,6,2ECFC84288,00,00,14.7,29.073583,463.913249,0,0,19.68504,30,0,1
2008,7,2ECFC84288,00,00,0,28.83369,475.129087,7.038663,0,19.68504,31,0,1
2008,8,2ECFC84288,00,00,14.7,27.301819,471.750016,7.129694,0,19.68504,31,0,1
2008,9,2ECFC84288,00,00,14.7,27.721274,493.9427,7.074704,0,19.68504,30,0,1
2008,10,2ECFC84288,00,00,14.7,27.013704,496.926529,7.054455,0,19.68504,31,0,1
2008,11,2ECFC84288,00,00,14.7,23.838367,466.730135,7.044346,0,19.68504,30,0,1
2008,12,2ECFC84288,00,00,14.7,18.341888,447.162574,0,0,19.68504,31,0,1
2009,1,2ECFC84288,00,00,0,18.240439,431.480744,7.062933,0,19.68504,31,0,1
2009,2,2ECFC84288,00,00,14.7,20.183541,424.485077,7.082639,0,19.68504,28,0,1
2009,3,2ECFC84288,00,00,0,28.780938,434.842427,7.025785,0,19.68504,31,0,1
2009,4,2ECFC84288,00,00,14.7,18.827488,445.583862,7.047237,0,19.68504,30,0,1
2009,5,2ECFC84288,00,00,14.7,22.407944,469.944367,6.989519,0,19.68504,31,0,1
2009,6,2ECFC84288,00,00,14.7,16.46252,447.653906,0,0,19.68504,30,0,1
2009,7,2ECFC84288,00,00,14.7,14.099311,408.267019,0,0,19.68504,31,0,1
2009,8,2ECFC84288,00,00,14.7,15.399881,404.888562,0,0,19.68504,29.999971,0,1
2009,9,2ECFC84288,00,00,14.7,16.290599,370.924414,7.035768,0,19.68504,30,0,1
